<h>
R	LS	r
were	VBD	be
not	RB	not
government	NN	government
officials	NNS	official
but	CC	but
private	JJ	private
individuals	NNS	individual
who	WP	who
wanted	VBD	want
to	TO	to
harm	VB	harm
me	PP	me
.	SENT	.
"	``	"
<p>
The	DT	the
30-year-old	JJ	30-year-old
Turkish	JJ	Turkish
native	NN	native
said	VBD	say
she	PP	she
was	VBD	be
taken	VBN	take
from	IN	from
Massachusetts	NP	Massachusetts
to	TO	to
New	NP	New
Hampshire	NP	Hampshire
,	,	,
to	TO	to
Vermont	NP	Vermont
,	,	,
and	CC	and
eventually	RB	eventually
to	TO	to
Louisiana	NP	Louisiana
by	IN	by
officers	NNS	officer
who	WP	who
gave	VBD	give
her	PP$	her
few	JJ	few
answers	NNS	answer
and	CC	and
kept	VBD	keep
her	PP$	her
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
rk	NN	rk
,	,	,
who	WP	who
has	VBZ	have
lived	VBN	live
in	IN	in
the	DT	the
U.S.	NP	U.S.
since	IN	since
2018	CD	@card@
,	,	,
is	VBZ	be
one	CD	one
of	IN	of
more	JJR	more
than	IN	than
600	CD	@card@
students	NNS	student
to	TO	to
have	VB	have
their	PP$	their
visas	NNS	visa
revoked	VBN	revoke
by	IN	by
Secretary	NP	Secretary
of	IN	of
State	NP	State
Marco	NP	Marco
Rubio	NP	Rubio
,	,	,
who	WP	who
argued	VBD	argue
in	IN	in
a	DT	a
memo	NN	memo
made	VBD	make
public	JJ	public
this	DT	this
week	NN	week
that	IN	that
he	PP	he
has	VBZ	have
the	DT	the
authority	NN	authority
to	TO	to
deport	VB	deport
individuals	NNS	individual
for	IN	for
their	PP$	their
"	``	"
beliefs	NNS	belief
.	SENT	.
"	``	"
