_NAME_,Factor1,Factor2,Factor3,Factor4,Factor5,Factor6,Factor7,Factor8,Factor9,loaded,factor,pole
v000021,0.3367871284,0.048671881,-0.096395584,0.0107923221,0.1546174658,-0.004100397,-0.005343833,0.0079330938,0.1875723866,1,fac1,1
v000022,-0.12746604,-0.405340157,0.8008392664,-0.285289881,-0.222841796,0.0362577048,0.1632732764,-0.043211922,-0.088993009,1,fac3,1
v000024,-0.015348945,-0.051081956,0.0147257224,0.387115121,0.0026773492,-0.046555175,0.096001856,-0.076758923,-0.111630011,1,fac4,1
v000025,-0.051394905,-0.014892358,-0.093357694,0.5783987595,-0.100762631,-0.128235242,-0.023313265,-0.006098417,0.0016636496,1,fac4,1
v000026,0.0796696144,0.0020533973,0.2536482942,0.0521529915,0.0570770158,0.1298395948,0.0730715593,0.1465007309,-0.048974578,0,,
v000027,-0.224378167,0.3455425849,-0.280538423,0.1133302973,0.0947342707,0.3547832344,-0.01070558,-0.037631342,0.1403896614,1,fac6,1
v000028,0.1536047004,0.0839218725,-0.024415176,0.1285648055,0.0049042246,0.069492785,-0.057671714,0.0636024569,0.1025207224,0,,
v000029,0.3080344088,0.2346697175,-0.13143625,-0.01329934,-0.107415552,0.1192191957,-0.147614431,-0.072542005,-0.001328397,1,fac1,1
v000030,-0.29938208,0.4719675518,-0.158368145,-0.020806453,-0.152511083,0.672044568,0.3815928027,-0.335698195,0.2452318739,1,fac6,1
v000031,0.662611991,-0.342083024,-0.00208119,-0.049531502,-0.025866144,0.2964377028,-0.032776286,-0.163803503,-0.185440689,1,fac1,1
v000032,0.7602902709,-0.242087553,-0.0923574,-0.095347938,0.0789230992,0.3355293542,-0.125457117,0.0721774364,0.084639915,1,fac1,1
v000033,0.2979227794,0.2945348045,-0.127655113,-0.024357367,-0.097435612,-0.058285015,-0.115284202,-0.076774216,-0.054418154,0,,
v000034,-0.072290574,0.1338051943,-0.122119852,0.2736515923,-0.152759692,-0.050538829,-0.036006717,0.064189513,-0.391355128,1,fac9,-1
v000035,0.7036806557,0.0498915183,-0.166347821,0.0160697902,-0.007838473,0.0115445819,0.1684496203,-0.028584176,0.0464262822,1,fac1,1
v000036,-0.068143833,0.1628000004,0.1975852887,-0.071460612,0.3229662543,0.0104439752,-0.092094329,0.0300936178,-0.060727942,1,fac5,1
v000037,0.3408883545,-0.042075231,-0.119819498,0.1433570354,0.0810219174,0.0351951044,0.1559705334,-0.009933547,0.1928551148,1,fac1,1
v000038,-0.022057843,0.0678749961,-0.001401054,0.2432679224,0.0703085569,0.0471718185,0.1157921095,0.1967176233,0.0093525967,0,,
v000039,0.143363267,0.5557108305,-0.017504477,-0.154575404,0.0419882165,-0.144182422,-0.250392751,-0.072110671,-0.276737744,1,fac2,1
v000040,-0.137256875,0.1146073468,0.1678864015,-0.123757594,0.3735916279,0.2286248727,-0.118840274,0.30612467,-0.162966495,1,fac5,1
v000041,-0.002056053,0.1081486235,0.0148595486,-0.035148834,0.2239097845,0.0428229202,0.0088961493,0.2916825385,-0.050797496,0,,
v000042,-0.084769918,0.3759381784,-0.079980693,-0.177010753,0.0510783914,0.117405968,0.1880877541,0.194633238,-0.033107386,1,fac2,1
v000043,0.1869637722,-0.028049468,-0.145158352,0.3555487481,0.0842819362,0.1050405251,0.0849342328,0.1894340954,0.1249565837,1,fac4,1
v000044,0.2521714082,0.0037416287,0.0936124035,-0.171124199,-0.068269592,0.0060755472,0.2356551693,0.1005474381,-0.137644229,0,,
v000045,0.0027659138,0.1125810878,0.0208505488,-0.070854088,0.0819295018,0.0476095134,0.2385541007,0.247741894,-0.049020415,0,,
v000046,0.120564558,0.0390415724,-0.050254184,0.3091956887,-0.145817328,0.0276549177,0.2767165078,-0.499265802,-0.212666206,1,fac8,-1
v000047,0.7332694333,-0.105986643,-0.015664369,-0.073424359,-0.222806247,0.4997526651,-0.220848236,-0.484865424,0.3944790965,1,fac1,1
v000048,0.4671523084,0.3525214515,-0.149665907,0.0103329795,-0.164911583,-0.089424501,-0.164542966,-0.056668969,-0.049162915,1,fac1,1
v000049,-0.114025889,-0.209167013,0.5487338858,-0.118346368,0.1521497275,0.0098956346,0.1675594354,0.134083839,-0.240534954,1,fac3,1
v000051,-0.218019587,-0.200111767,0.0329418741,0.1086332312,-0.003647055,-0.06665812,0.2738712799,0.143783803,-0.318281105,1,fac9,-1
v000052,-0.050784005,0.1801741198,-0.15656882,0.0585189757,-0.161419526,-0.153301065,0.27194262,0.3216727159,0.3772561629,1,fac9,1
v000053,-0.256736899,-0.108011966,0.2564175974,-0.198658005,-0.112294475,-0.061889598,0.475057533,0.0066858457,-0.333821534,1,fac7,1
v000054,-0.034309852,0.1830618517,0.0254681182,-0.042092394,0.2255055983,0.0143165118,0.1366937931,0.1507718645,-0.163137971,0,,
v000055,0.1074961281,0.2520367915,0.2677231141,0.0377837028,0.2872488778,0.1281035964,-0.008199429,-0.18629448,0.3539281983,1,fac9,1
v000056,0.0484678448,-0.096672677,-0.151775477,0.2455952842,-0.011972861,-0.007405794,0.2059459088,0.1161560652,0.2898903022,0,,
v000057,-0.195968316,-0.317508671,-0.075200433,-0.232321596,-0.145160705,-0.202974123,0.734435969,0.2433328518,0.5359909389,1,fac7,1
v000058,0.2895641902,-0.126704821,0.0151461016,0.0217017538,0.0860355873,-0.372423811,0.0070874334,0.1937222254,-0.241786597,1,fac6,-1
v000059,0.1824458633,0.4312560215,-0.0648189,0.021283372,-0.124432408,-0.034995101,-0.192865407,0.0008496052,-0.020036291,1,fac2,1
v000060,0.014433869,-0.070414002,0.2524314364,-0.028718013,0.37993562,-0.077796386,0.2169367905,0.1441718363,0.1180588286,1,fac5,1
v000061,0.1342502256,0.0328664088,0.0264283879,0.0083544473,0.0702583613,0.0528809626,0.1412012355,0.1328521217,-0.111682663,0,,
v000062,-0.047920379,-0.025970736,0.569804961,-0.054042103,0.1064768545,-0.002765798,-0.147315151,0.0726430426,-0.024618318,1,fac3,1
v000063,0.0426300547,0.1222087556,0.096767588,0.0513811146,0.1383141411,0.1842582984,0.0133122092,0.0371971454,0.0621656187,0,,
v000064,0.0830858077,0.0837693046,0.2147173872,-0.135189581,0.2794146562,-0.020500753,0.1083266056,0.117255759,0.0954365653,0,,
v000065,0.4048791433,0.3920525539,-0.08182378,-0.030772671,0.0044868637,0.0133636663,-0.097506291,-0.106900852,-0.164904552,1,fac1,1
v000066,0.6721326182,-0.177663223,-0.116169388,-0.055086659,0.0180526586,-0.099545644,0.0091348727,0.1398716892,0.0739910729,1,fac1,1
v000067,0.7120705782,-0.18032712,-0.161076965,0.0245896763,0.0835255957,-0.222161648,0.108863639,-0.004997455,-0.114031943,1,fac1,1
v000068,0.1556130313,0.1934026373,0.0778331106,-0.063521874,-0.006782155,0.0173655606,-0.044075171,-0.019752048,0.027793317,0,,
v000069,-0.073083858,0.2323154138,-0.183179904,0.0699794989,0.2077060571,0.1002435668,0.0959973082,-0.021271758,0.2187438871,0,,
v000070,0.0181364869,0.0246169643,0.1956088348,-0.052063592,0.1461190664,0.0394559733,-0.004480249,0.3765323583,0.0006097352,1,fac8,1
v000071,0.0452350012,0.0818472409,0.1294289333,-0.024044375,-0.130433574,0.1614853373,-0.02005943,0.0832420511,-0.153075273,0,,
v000072,0.0311903561,-0.258674541,0.039261852,-0.465188864,-0.020957507,0.1091576073,0.108768298,0.200179898,-0.241583406,1,fac4,-1
v000073,-0.141665174,-0.134400658,0.6479871027,-0.043707808,0.2391158409,0.0077835846,-0.008628642,-0.006320876,-0.071732588,1,fac3,1
v000074,0.3048131858,-0.225176799,-0.200536916,0.0562246886,0.0224912015,-0.27853595,0.0095440701,-0.410493709,-0.224562987,1,fac8,-1
v000075,0.0353450792,-0.017682564,-0.073813848,-0.067674212,0.2487973448,0.1536183828,0.3263738121,0.0475087618,-0.253132602,1,fac7,1
v000076,-0.111189342,-0.221419182,-0.063479852,-0.010255034,-0.15633101,0.0528977234,-0.172345987,0.2942910454,-0.023406518,0,,
v000077,-0.105708944,-0.165431742,0.0358861962,-0.004316543,-0.082000693,0.1458724067,-0.224801802,0.0012865337,-0.075466365,0,,
v000078,0.0763570394,0.3466477654,0.195292819,-0.019173789,0.0764551492,0.1923614624,-0.029500441,-0.072832621,0.0798877731,1,fac2,1
v000079,0.7787809629,-0.226707711,-0.104387261,-0.065085374,-0.121297549,-0.069102986,-0.119426933,-0.045746199,-0.092147078,1,fac1,1
v000080,0.6863358013,-0.080040864,-0.150268015,0.0601494592,0.106587642,0.0656440614,0.0647360662,0.0882611797,0.0178120862,1,fac1,1
v000081,-0.17458204,0.3274285204,-0.023648342,-0.135793492,-0.061146174,0.1253933416,-0.023626143,0.1051121858,-0.262833097,1,fac2,1
v000082,0.8540636456,-0.075136827,-0.050167365,-0.054158773,-0.05090664,0.1653300256,0.0366570579,0.0170775694,0.1566380937,1,fac1,1
v000083,-0.100289221,0.0041075076,0.0381206576,0.0031688896,-0.648498512,-0.000899049,0.0765064554,0.3981145178,-0.243147281,1,fac5,-1
v000084,-0.131243165,-0.15702478,0.0742141288,-0.157231526,0.0473649548,0.0206988582,0.8712474344,-0.181672332,-0.113696031,1,fac7,1
v000085,-0.023398442,0.3818781874,-0.175637332,-0.011922301,-0.222653878,-0.146389361,-0.470157879,-0.108894957,-0.105031931,1,fac7,-1
v000086,-0.035851921,0.0553452205,0.2356738331,-0.042664732,-0.038235226,0.0159640067,-0.008150788,0.1403161392,0.0524667952,0,,
v000087,-0.225968625,0.1575425583,0.3373924185,-0.147990878,-0.572951106,0.5439260387,0.0989409246,-0.663192418,0.0435476949,1,fac8,-1
v000088,0.6250864446,0.1750438345,-0.031285522,-0.107740894,-0.079364005,-0.030927652,-0.097089461,0.0106997946,0.0533606273,1,fac1,1
v000089,-0.099400036,0.0134254248,0.7947184574,-0.162928169,-0.320107064,0.1100353477,0.0598106481,-0.107621772,-0.14104001,1,fac3,1
v000090,0.2479501749,0.0509513716,0.0409422998,0.0483303676,0.0859160434,0.0070936251,-0.008943948,-0.055344625,-0.01581292,0,,
v000091,0.0619530686,0.2500436831,0.1991235457,0.1326560406,0.2069465157,0.2103261379,-0.020730979,-0.076471741,0.1955587082,0,,
v000092,0.0613300038,0.1443152765,-0.077857389,0.4300387177,-0.080872176,-0.270549853,-0.416623115,-0.096324404,-0.113166458,1,fac4,1
v000093,0.5396225069,0.146410324,0.0639280255,-0.331812062,-0.158484106,-0.10445551,-0.069753835,-0.00738183,-0.052071988,1,fac1,1
v000094,0.2639965352,0.2210864308,0.0551865274,-0.033086938,-0.045388873,-0.067724034,0.0198323291,-0.065188691,0.0091175754,0,,
v000095,-0.038145705,0.219798655,-0.060273063,0.0849282784,-0.332058642,0.164160374,0.2106677479,0.3068978046,-0.172498486,1,fac5,-1
v000096,-0.251563012,-0.113271764,0.1051106113,0.2242500253,-0.242133666,0.1045830191,0.1720991226,0.3894956064,-0.139450329,1,fac8,1
v000097,-0.022231538,-0.150281593,-0.054234536,-0.253360781,-0.124973764,-0.164141872,0.2476640888,-0.028894246,-0.441739219,1,fac9,-1
v000098,0.0200795991,0.5902334321,-0.042535161,-0.047526113,0.0680056446,0.0084526767,-0.018966876,0.1340641581,0.0211862398,1,fac2,1
v000099,-0.012423024,0.3924844017,-0.130951937,0.0401262407,0.0192876851,0.1575667223,-0.053662524,0.010765654,0.1455571974,1,fac2,1
v000100,0.0072064498,-0.064456825,0.1405209614,0.0381304716,0.0859347097,0.0365172227,0.3355333,0.145278845,-0.015158351,1,fac7,1
v000101,-0.324102689,-0.19903126,-0.126403498,0.5313058501,0.1873361968,0.0938514464,-0.151041859,-0.18563108,0.1066566503,1,fac4,1
v000102,0.2886433956,0.1163277863,-0.085070437,-0.021315718,-0.057829164,0.0570945376,0.0778452453,-0.063938782,-0.076127523,0,,
v000103,-0.124650461,0.498922213,0.1151842067,0.0034315588,0.1130736408,-0.168810275,-0.156751854,-0.033153261,-0.155852938,1,fac2,1
v000104,0.4046145715,0.0600089959,-0.030548056,-0.164203685,-0.016724542,-0.004107492,0.0375612954,-0.018541832,-0.272061309,1,fac1,1
v000105,-0.083107869,0.2675197137,-0.13925133,-0.032574574,0.0631155187,0.4072165275,-0.208885019,0.2525812739,0.0401670114,1,fac6,1
v000106,0.2272847614,0.2391837205,-0.019831444,-0.035971279,-0.025753552,0.0197558981,0.1741336054,-0.006238528,-0.175312608,0,,
v000107,0.3380276911,0.0474385013,-0.079291301,0.004344096,-0.063503128,-0.062414893,0.0877865755,0.0526271046,-0.227376032,1,fac1,1
v000108,0.0629617123,-0.153019008,0.2553449094,-0.122204181,0.0297087718,0.361430549,0.0499439626,0.0772562184,-0.084170903,1,fac6,1
v000109,0.1780536737,-0.018364601,-0.091073792,-0.274517486,-0.09171805,0.9139998961,-0.11368159,0.132820845,-0.14008618,1,fac6,1
v000110,-0.311009712,0.0634269133,-0.103532591,-0.460273209,0.8000380341,-0.255935944,-0.245910493,-0.02301709,0.0588958831,1,fac5,1
v000111,0.805429163,-0.381953327,-0.100576099,-0.226293131,-0.241484412,-0.156453399,-0.19516647,-0.478040866,-0.026435383,1,fac1,1
v000112,0.1803891033,0.3706112465,0.0239078676,-0.000328154,0.0271045172,0.1378472146,-0.111685708,0.0910384585,0.0516883359,1,fac2,1
v000113,0.0796079834,0.4405493082,-0.081598697,0.0199654872,-0.00473131,-0.012901466,-0.065425901,-0.02351667,0.0716233677,1,fac2,1
v000114,0.1379019516,0.2611211221,-0.086625574,-0.074087173,0.0809553947,-0.065506226,-0.026577366,0.0741454531,-0.024087362,0,,
v000115,0.3052617033,0.2298034817,-0.103173585,0.1027090126,-0.087450233,-0.045182964,-0.07832199,-0.089145421,0.0493772717,1,fac1,1
v000116,-0.115977526,-0.186708094,0.1917819603,-0.178643013,0.0711641149,0.1765365559,0.3924924925,0.2850715899,0.1356483754,1,fac7,1
v000117,0.5480071986,-0.127172239,0.1175522315,0.0155273553,-0.132721227,0.0415884991,0.1504551161,-0.078181076,-0.166912489,1,fac1,1
v000118,-0.037503773,-0.008551636,-0.027990381,0.2976913868,-0.063604072,0.1378377132,0.256760548,-0.053099729,-0.272533364,0,,
v000119,0.175177773,0.2494115645,-0.170219128,0.436287731,0.0260847975,-0.214636813,-0.170648136,0.1159099321,-0.037500572,1,fac4,1
v000120,0.0467626707,0.6413840017,-0.227087422,-0.005503076,-0.177170876,-0.113576998,-0.193449294,-0.141014834,0.0925310765,1,fac2,1
v000121,0.1601296092,0.245982692,-0.080296202,0.0693553421,0.2625637727,0.0522283202,-0.0926737,-0.254834768,0.0286440133,0,,
v000122,0.0188144762,0.3363921141,-0.115178558,0.0235038086,-0.036082753,-0.123509468,-0.019235056,0.082192237,-0.266851248,1,fac2,1
v000123,0.0456017792,-0.350140861,-0.019244187,-0.14688697,-0.093884326,0.106423253,0.2008060034,0.119610966,-0.510021892,1,fac9,-1
v000124,0.0616756787,0.4264933634,0.0914587896,0.0049333427,-0.085712156,-0.068446279,-0.114490142,0.000278622,-0.056705497,1,fac2,1
v000125,-0.235762116,-0.257915659,0.0429927398,-0.243843084,0.0422378952,0.5207133709,0.0165744552,0.3476213728,-0.139355267,1,fac6,1
v000126,-0.132133191,-0.168556826,0.8944752131,-0.047024448,-0.014701602,-0.105981727,0.1745724698,-0.015453856,-0.093327315,1,fac3,1
v000127,-0.164439399,0.4002732558,0.0807554006,0.080661538,0.0070800767,-0.043902897,-0.097737875,0.1454717486,-0.115590701,1,fac2,1
v000128,0.040539738,-0.215999006,0.0625218078,-0.025757941,0.0435404176,-0.057979674,0.5576539023,0.0211322129,-0.052228225,1,fac7,1
v000129,0.3970977181,0.0398985627,-0.16469238,0.1530685093,-0.022692016,0.0898381095,0.0457600703,0.0447706122,-0.010101538,1,fac1,1
v000130,0.4155342787,-0.070960458,-0.029035785,0.0631720228,0.0201251482,0.0093464485,0.0433044111,0.0434794617,0.1184218158,1,fac1,1
v000131,-0.026725578,0.0920454836,-0.077373949,0.4376821138,-0.138888564,-0.052617102,-0.060822428,-0.109114475,-0.31046704,1,fac4,1
v000132,-0.011712669,0.0266867607,-0.068602768,0.3527702619,-0.186352365,-0.134871922,-0.040742746,-0.114817425,-0.471277026,1,fac9,-1
v000133,0.0294623047,-0.015572289,0.6364078371,0.1044838593,0.125973739,0.0366420011,-0.16287738,0.0857921361,0.0254451372,1,fac3,1
v000134,-0.185338418,0.4099602341,0.0352936709,-0.122543287,0.0656296432,-0.337207973,-0.504354912,-0.218728245,-0.081807162,1,fac7,-1
v000135,0.3241158607,-0.026475663,-0.146294574,0.0070520839,0.2046163246,-0.350284157,-0.101163415,-0.262443064,0.2607122226,1,fac6,-1
v000136,0.2675767565,0.1516245506,-0.041628559,-0.093696678,-0.113308756,0.8535256853,-0.006687504,-0.172742461,0.2047546118,1,fac6,1
v000137,0.6201317363,0.0457254357,-0.017155566,-0.129438659,-0.070608789,0.2086570258,0.1436047532,-0.145164446,0.0754024234,1,fac1,1
v000138,-0.019652297,0.0742630198,0.2099089607,-0.121122912,0.3909380034,-0.060147395,-0.062064797,-0.016472528,0.0009832188,1,fac5,1
v000139,0.0930690514,0.0828757036,-0.021251251,0.1870127383,-0.131095768,-0.121091159,0.4519606053,-0.220208889,-0.128260559,1,fac7,1
v000140,-0.047943117,0.053656616,-0.245719971,0.4958080642,0.0716152396,-0.099923104,0.0356553239,-0.050421628,-0.000807909,1,fac4,1
v000141,-0.216523312,-0.127346413,-0.004940288,-0.31951168,-0.184516781,0.601495826,0.264992273,0.141572534,-0.3273898,1,fac6,1
v000142,-0.122714125,-0.196375139,0.1973143411,-0.195911707,0.1375090742,-0.171637327,0.4856842007,0.0952517766,0.0274192664,1,fac7,1
v000143,0.1439936519,0.360417655,-0.038320288,0.0095420002,-0.102738196,0.1157213252,-0.058051282,-0.15574031,-0.081940781,1,fac2,1
v000144,0.0993795489,0.26906979,0.0632497694,-0.030967217,0.0696396251,0.0913026654,-0.193162566,0.0543049949,-0.050535658,0,,
v000145,0.0069087411,-0.047349679,-0.1263527,0.184670813,0.1177329316,-0.045889987,0.6180854535,-0.1990147,-0.057677423,1,fac7,1
v000146,0.1559360852,-0.114815389,0.3093673591,0.1433320695,-0.177766892,-0.139248475,0.139531049,0.0132844134,-0.230402227,1,fac3,1
v000147,0.0609416667,0.1571593764,-0.200810475,0.329542847,0.2949859245,-0.14260475,0.216026341,0.0374419562,0.1566423068,1,fac4,1
v000148,0.0285700521,-0.196555607,0.4608299075,0.0407247758,-0.100678089,0.0773539395,0.2404112335,0.0324779527,-0.254011244,1,fac3,1
v000149,-0.196295209,0.042353874,-0.422074056,0.2517005896,-0.118009929,0.1205361846,-0.395320172,0.1634884436,0.2186634461,1,fac3,-1
v000150,-0.166117995,0.3230443899,-0.063337836,-0.118676425,-0.04530894,0.4356806383,0.0280773958,0.0233657373,-0.162724126,1,fac6,1
v000151,0.0764579016,-0.044019588,0.0886377567,0.2760095009,0.0085761968,0.0628461528,0.2423328615,0.0063351289,0.137107364,0,,
v000152,0.0528915448,0.0208828341,0.0218210667,0.1031602967,0.0292447568,0.1114059615,0.1585941792,0.1039274769,0.0817629581,0,,
v000153,-0.36884305,0.2152709062,-0.257551962,-0.24797963,-0.161286641,0.4567358572,0.436826899,-0.310872572,-0.218025802,1,fac6,1
v000154,0.2616656671,0.1056667445,-0.017766832,0.050040081,0.1008023596,-0.01063545,0.0103342335,-0.120957164,-0.108506116,0,,
v000155,-0.088514738,0.4258908096,-0.075020291,-0.059950241,0.0094164053,-0.068996776,-0.133966652,0.0040469389,-0.105837156,1,fac2,1
v000156,-0.179147175,-0.117738444,0.6922737437,-0.08515564,0.0433589446,-0.10401253,-0.287199469,0.0949066571,0.0177415711,1,fac3,1
v000157,-0.083354723,0.1752069969,-0.016743049,0.1619257661,-0.099633827,-0.111504669,0.2209400772,0.4086604316,-0.013224669,1,fac8,1
v000158,-0.04575398,0.0653059008,0.0369879165,-0.041165394,0.0178359107,0.0444584743,0.2112492831,0.2529076226,-0.125752991,0,,
v000159,0.0197676148,0.1861703364,0.0310489892,-0.083253794,0.0198775989,-0.086525218,0.169546705,0.3085019348,-0.136055519,1,fac8,1
v000160,0.0804579086,-0.096202635,0.1204478308,-0.005516964,0.0493654799,-0.056813795,-0.054467059,-0.035094697,-0.032707681,0,,
v000161,0.1010803674,0.3844411422,0.1068382027,-0.025821002,-0.206908194,-0.006275695,-0.052927637,-0.079845705,-0.007155517,1,fac2,1
v000162,0.112424211,0.1841594327,0.1742645882,-0.034987992,0.0187486934,-0.036165076,-0.159678039,0.0104688569,0.024415642,0,,
v000163,0.1115870796,0.32533387,-0.213297704,0.0202997802,0.1219535972,0.030518786,-0.018964712,-0.110408575,-0.005817257,1,fac2,1
v000164,0.2951692526,0.1471379486,0.2079440572,-0.091630779,-0.177853312,-0.023923167,0.0306699202,-0.030356001,0.0142215536,0,,
v000165,-0.016236084,-0.056787579,0.5090610186,-0.173381368,0.0013746921,0.1147411031,0.081034402,0.0645368502,-0.081250616,1,fac3,1
v000166,0.0636309135,0.1315847096,0.0368082773,0.0408878895,0.3016486967,0.0362051248,-0.169506355,0.0146359019,-0.141086196,1,fac5,1
v000167,-0.129539095,-0.052514463,-0.069489033,0.1946410648,0.2325302929,-0.018715577,0.1092439999,0.5591869576,0.0510437107,1,fac8,1
v000168,-0.05636787,-0.087371226,0.193535186,-0.077310702,0.1480314024,0.3351564422,0.1795411062,0.1313776047,-0.093544425,1,fac6,1
v000169,0.1479076028,-0.224900107,0.047224163,0.1619228261,0.0234096667,0.2951144868,0.1558384505,0.006918593,-0.03236174,0,,
v000170,0.0803188095,0.1765332684,0.0839836564,0.0049489491,-0.216587798,0.5169272832,-0.098027649,-0.012030039,0.0141784929,1,fac6,1
v000171,0.0845583559,0.3593553183,-0.150845691,0.233736376,-0.088612308,0.136361485,-0.060855607,-0.007804438,-0.085132171,1,fac2,1
v000172,-0.114274182,-0.198709902,0.4083706752,-0.151869099,-0.27579298,-0.06250632,-0.248450711,0.002167847,-0.174852119,1,fac3,1
v000173,0.2777397169,-0.124853124,0.0300798428,0.3069429278,-0.129911136,-0.31653177,-0.104906104,-0.062395185,-0.407691645,1,fac9,-1
v000174,0.0074365208,0.357194513,0.0920109858,0.0905168125,0.0170519924,-0.153364037,0.0392209127,0.0435551563,-0.151877823,1,fac2,1
v000175,0.0310321498,0.3146762157,-0.209365444,0.1838472429,0.0674822071,-0.02582044,-0.055912373,0.109041536,-0.049814883,1,fac2,1
v000176,-0.015069721,-0.099466232,0.6790659765,-0.119904029,0.0743931023,-0.109902674,0.2051556579,0.0205512257,-0.107140435,1,fac3,1
v000177,0.3498290743,0.2305542917,-0.075040613,-0.032875192,-0.132885841,0.1777456911,0.0073864645,-0.100991973,-0.175471454,1,fac1,1
v000178,0.1377472076,0.1742843543,-0.256969171,-0.161012466,0.0033109809,-0.188531749,-0.327987315,-0.446094799,-0.132296591,1,fac8,-1
v000179,0.54427493,0.0353865029,-0.133729421,-0.026384351,-0.027769708,-0.05244615,-0.023557148,-0.112852848,-0.256676639,1,fac1,1
v000180,0.0901190807,-0.099773991,0.2154040541,0.0314689602,-0.129285098,0.1129660342,0.2346707331,0.0558958202,-0.197067211,0,,
v000181,0.1091433151,-0.020448206,0.0119241731,-0.324951659,0.0466646529,-0.069510366,0.2764493115,0.1998752591,-0.291260319,1,fac4,-1
v000182,-0.15363775,-0.11396654,0.5725746412,-0.02835528,-0.126786771,-0.153148134,0.2265632321,0.0289677467,0.044350667,1,fac3,1
v000183,-0.001646098,0.2727673558,0.1166435186,-0.103057267,0.2505513706,-0.150423658,0.1106361538,0.0634674499,-0.233640116,0,,
v000184,-0.068843981,-0.023242837,0.0553212238,0.0426190273,0.2981823675,-0.048052836,0.0729940503,0.0825717216,0.0312590379,0,,
v000185,0.0074666374,-0.054770127,0.0155265247,0.2362682558,0.1972712234,-0.090233128,0.1117230647,0.1156918731,0.0615578832,0,,
v000187,0.2578238693,0.0334242472,0.0221530848,-0.105989803,-0.01144962,0.0241057939,0.0233087369,0.0653401013,-0.136208205,0,,
v000188,-0.179822934,0.4097750106,0.0607386792,-0.292597021,0.0776180006,0.0381039558,-0.363459976,0.0755308366,-0.138272118,1,fac2,1
v000189,0.1344743611,-0.032552161,0.2747273622,-0.228569847,0.0146672093,0.1228671975,0.0758781605,0.082080012,-0.069571561,0,,
v000190,0.0864188038,-0.165368888,0.0697901714,-0.253181719,-0.015477829,-0.017743526,0.3228383685,0.1855909867,-0.374594348,1,fac9,-1
v000191,-0.001360527,0.2090498036,-0.019420143,0.090319869,0.128678263,0.082534656,0.1460505652,0.0976170031,-0.114425936,0,,
