<h>
Recommended	JJ	recommended
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
<p>
"	``	"
A	DT	a
lot	NN	lot
of	IN	of
non-veteran	JJ	non-veteran
students	NNS	student
wanted	VBD	want
to	TO	to
join	VB	join
in	IN	in
on	IN	on
this	DT	this
.	SENT	.
It	PP	it
'	POS	'
s	NN	S
just	RB	just
about	IN	about
thanking	VBG	thank
the	DT	the
people	NNS	people
who	WP	who
are	VBP	be
showing	VBG	show
up	RB	up
and	CC	and
just	RB	just
having	VBG	have
a	DT	a
good	JJ	good
demonstration	NN	demonstration
,	,	,
"	''	"
Nahins	NP	<unknown>
told	VBD	tell
The	DT	the
Post	NP	Post
.	SENT	.
<p>
The	DT	the
groups	NNS	group
were	VBD	be
separated	VBN	separate
by	IN	by
a	DT	a
fence	NN	fence
divider	NN	divider
the	DT	the
school	NN	school
set	VBN	set
up	RP	up
in	IN	in
preparation	NN	preparation
for	IN	for
the	DT	the
dueling	NN	dueling
demonstrations	NNS	demonstration
,	,	,
and	CC	and
extra	JJ	extra
security	NN	security
personnel	NNS	personnel
were	VBD	be
deployed	VBN	deploy
to	TO	to
monitor	VB	monitor
the	DT	the
situation	NN	situation
.	SENT	.
<p>
The	DT	the
"	``	"
Martyrs	VBZ	martyr
Day	NP	Day
"	``	"
event	NN	event
--	:	--
organized	VBN	organize
by	IN	by
the	DT	the
unsanctioned	JJ	unsanctioned
student	NN	student
group	NN	group
Columbia	NP	Columbia
University	NP	University
Apartheid	NN	apartheid
Divest	VBP	divest
--	:	--
characterized	VBD	characterize
the	DT	the
federal	JJ	federal
holiday	NN	holiday
as	IN	as
an	DT	an
abomination	NN	abomination
,	,	,
and	CC	and
US	PP	us
vets	VBZ	vet
as	IN	as
killers	NNS	killer
.	SENT	.
<p>
"	''	"
Veterans	NP	Veterans
Day	NP	Day
is	VBZ	be
an	DT	an
American	JJ	American
holiday	NN	holiday
to	TO	to
honor	VB	honor
the	DT	the
patriotism	NN	patriotism
,	,	,
love	NN	love
of	IN	of
country	NN	country
,	,	,
and	CC	and
sacrifice	VB	sacrifice
of	IN	of
veterans	NNS	veteran
.	SENT	.
We	PP	we
reject	VBP	reject
this	DT	this
holiday	NN	holiday
and	CC	and
refuse	VBP	refuse
to	TO	to
celebrate	VB	celebrate
it	PP	it
,	,	,
"	''	"
read	VBD	read
a	DT	a
flyer	NN	flyer
for	IN	for
the	DT	the
demonstration	NN	demonstration
circulated	VBN	circulate
over	IN	over
the	DT	the
weekend	NN	weekend
.	SENT	.
<p>
"	``	"
The	DT	the
American	JJ	American
war	NN	war
machine	NN	machine
should	MD	should
not	RB	not
be	VB	be
honored	VBN	honor
for	IN	for
the	DT	the
horrors	NNS	horror
unleashed	VBN	unleash
on	IN	on
others	NNS	other
,	,	,
"	''	"
it	PP	it
added	VBD	add
.	SENT	.
"	''	"
Instead	RB	instead
,	,	,
we	PP	we
will	MD	will
celebrate	VB	celebrate
Martyrs	NNS	martyr
Day	NN	day
in	IN	in
honor	NN	honor
of	IN	of
those	DT	those
martyred	VBN	martyr
by	IN	by
the	DT	the
Israel-US	NP	<unknown>
war	NN	war
machine	NN	machine
.	SENT	.
A	DT	a
day	NN	day
to	TO	to
honor	NN	honor
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
those	DT	those
martyrs	NNS	martyr
.	SENT	.
"	''	"
<p>
The	DT	the
group	NN	group
of	IN	of
"	``	"
Martyrs	NNS	martyr
Day	NN	day
"	''	"
demonstrators	NNS	demonstrator
that	WDT	that
turned	VBD	turn
out	RP	out
Monday	NP	Monday
.	SENT	.
X	SYM	x
/	SYM	/
@LishiBaker	NN	<unknown>
<p>
But	CC	but
the	DT	the
contingency	NN	contingency
of	IN	of
anti-Israel	NP	anti-Israel
students	NNS	student
on	IN	on
hand	NN	hand
was	VBD	be
considerably	RB	considerably
smaller	JJR	small
than	IN	than
the	DT	the
encampments	NNS	encampment
that	WDT	that
overran	VBD	overrun
the	DT	the
campus	NN	campus
following	VBG	follow
Hamas	NP	<unknown>
'	POS	'
Oct.	NP	Oct.
7	CD	@card@
,	,	,
2023	CD	@card@
,	,	,
attack	NN	attack
on	IN	on
Israel	NP	Israel
.	SENT	.
<p>
"	``	"
I	PP	I
paid	VBD	pay
little	RB	little
to	TO	to
no	DT	no
attention	NN	attention
to	TO	to
the	DT	the
other	JJ	other
side	NN	side
,	,	,
"	''	"
Nahins	NP	<unknown>
said	VBD	say
.	SENT	.
"	``	"
We	PP	we
had	VBD	have
one	CD	one
person	NN	person
come	VBN	come
up	RP	up
to	TO	to
us	PP	us
and	CC	and
scream	VB	scream
at	IN	at
us	PP	us
.	SENT	.
There	EX	there
was	VBD	be
one	CD	one
person	NN	person
running	VBG	run
on	IN	on
the	DT	the
field	NN	field
who	WP	who
was	VBD	be
yelling	VBG	yell
at	IN	at
us	PP	us
.	SENT	.
I	PP	I
do	VBP	do
n't	RB	n't
know	VB	know
what	WP	what
they	PP	they
said	VBD	say
,	,	,
because	IN	because
the	DT	the
music	NN	music
was	VBD	be
loud	JJ	loud
for	IN	for
a	DT	a
reason	NN	reason
.	SENT	.
"	''	"
<p>
In	IN	in
contrast	NN	contrast
,	,	,
last	JJ	last
year	NN	year
'	POS	'
s	NN	S
protests	NNS	protest
overwhelmed	VBD	overwhelm
the	DT	the
school	NN	school
and	CC	and
escalated	VBN	escalate
until	IN	until
a	DT	a
building	NN	building
taken	VBN	take
over	RP	over
by	IN	by
anti-Israeli	NP	anti-Israeli
protestors	NNS	protestor
was	VBD	be
raided	VBN	raid
by	IN	by
the	DT	the
NYPD	NN	<unknown>
.	SENT	.
University	NP	University
president	NN	president
Minouche	NP	<unknown>
Shafik	NP	Shafik
later	RBR	later
stepped	VBD	step
down	RP	down
over	IN	over
her	PP$	her
handling	NN	handling
of	IN	of
the	DT	the
powder	NN	powder
keg	NN	keg
on	IN	on
campus	NN	campus
.	SENT	.
<p>
About	RB	about
30	CD	@card@
student-vet	NN	<unknown>
and	CC	and
non-veterans	NNS	non-veteran
turned	VBD	turn
out	RP	out
to	TO	to
support	VB	support
each	DT	each
other	JJ	other
.	SENT	.
Sam	NP	Sam
Nahins	NP	<unknown>
<p>
The	DT	the
ranks	NNS	rank
of	IN	of
anti-Israel	NP	anti-Israel
protests	NNS	protest
were	VBD	be
bolstered	VBN	bolster
last	JJ	last
year	NN	year
by	IN	by
scores	NNS	score
of	IN	of
outside	JJ	outside
agitators	NNS	agitator
,	,	,
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
@	SYM	@
a	DT	a
school	NN	school
ID	NN	id
required	VBN	require
to	TO	to
gain	VB	gain
entry	NN	entry
.	SENT	.
<p>
The	DT	the
"	``	"
Martyrs	VBZ	martyr
Day	NN	day
"	''	"
participants	NNS	participant
appeared	VBD	appear
to	TO	to
be	VB	be
all	DT	all
students	NNS	student
,	,	,
according	VBG	accord
to	TO	to
witnesses	NNS	witness
.	SENT	.
<p>
It	PP	it
was	VBD	be
not	RB	not
the	DT	the
first	JJ	first
time	NN	time
campus	NN	campus
veterans	NNS	veteran
remained	VBD	remain
calm	JJ	calm
and	CC	and
collected	VBN	collect
in	IN	in
the	DT	the
face	NN	face
of	IN	of
vitriol	NN	vitriol
.	SENT	.
<p>
Last	JJ	last
spring	NN	spring
,	,	,
Nahins	NP	<unknown>
said	VBD	say
he	PP	he
and	CC	and
fellow	JJ	fellow
vets	NNS	vet
were	VBD	be
often	RB	often
targets	NNS	target
of	IN	of
the	DT	the
anti-Israel	NP	anti-Israel
encampments	NNS	encampment
--	:	--
with	IN	with
vile	JJ	vile
labels	NNS	label
like	IN	like
"	``	"
baby	NN	baby
killers	NNS	killer
,	,	,
"	''	"
"	``	"
murderers	NNS	murderer
"	''	"
and	CC	and
"	``	"
infidels	NNS	infidel
"	''	"
being	VBG	be
regularly	RB	regularly
hurled	VBN	hurl
at	IN	at
them	PP	them
as	IN	as
they	PP	they
walked	VBD	walk
across	IN	across
campus	NN	campus
.	SENT	.
<p>
But	CC	but
rather	RB	rather
than	IN	than
allowing	VBG	allow
themselves	PP	themselves
to	TO	to
be	VB	be
provoked	VBN	provoke
,	,	,
Nahins	NP	<unknown>
said	VBD	say
the	DT	the
vets	NNS	vet
"	``	"
did	VBD	do
n't	RB	n't
break	VB	break
a	DT	a
single	JJ	single
rule	NN	rule
,	,	,
"	''	"
and	CC	and
instead	RB	instead
responded	VBD	respond
by	IN	by
waving	VBG	wave
American	JJ	American
flags	NNS	flag
on	IN	on
campus	NN	campus
.	SENT	.
