<p>
Oscar-winning	JJ	Oscar-winning
as	IN	as
the	DT	the
show	NN	show
later	RBR	later
returned	VBD	return
with	IN	with
a	DT	a
shopping	NN	shopping
segment	NN	segment
.	SENT	.
